sales_agent,account,deal_stage,engage_at,close_at,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG
Corliss Cosme,Cheers,Engaging,2016-11-23,,,1993.0,4269.9,6472.0,550,,Large,31.0,Established,0,11.0,4.0,Basic,0.5859375,1838.585152838428,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Corliss Cosme,Ontomedia,Won,2016-11-23,2017-03-03,5790.0,1997.0,882.12,2769.0,5482,100.0,Medium,27.0,Established,1,11.0,4.0,Complex,0.5859375,1838.585152838428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Donn Cantrell,Kinnamplus,Lost,2016-11-23,2017-03-30,0.0,2004.0,702.72,1831.0,55,127.0,Medium,20.0,Mature,0,11.0,4.0,Basic,0.5745454545454546,1621.3090909090909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Gladys Colclough,Codehow,Won,2016-11-23,2017-03-03,4438.0,1998.0,2714.9,2641.0,4821,100.0,Medium,26.0,Established,1,11.0,4.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Gladys Colclough,Finhigh,Won,2016-11-23,2017-03-17,2972.0,2006.0,1102.43,1759.0,3393,114.0,Medium,18.0,Mature,1,11.0,4.0,Complex,0.5152671755725191,1489.9741379310344,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Markita Hansen,Lexiqvolax,Engaging,2016-11-23,,,2004.0,1618.89,3889.0,55,,Medium,20.0,Mature,0,11.0,4.0,Basic,0.5118110236220472,1448.4229074889868,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Markita Hansen,Y-corporation,Won,2016-11-23,2017-03-01,523.0,1983.0,2871.35,9561.0,550,98.0,Large,41.0,Established,1,11.0,4.0,Basic,0.5118110236220472,1448.4229074889868,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Anna Snelling,Statholdings,Won,2016-11-24,2017-03-25,3647.0,1997.0,291.27,586.0,3393,121.0,Small,27.0,Established,1,11.0,4.0,Complex,0.5488126649076517,818.6190476190476,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Cassey Cress,Umbrella Corporation,Won,2016-11-24,2017-03-01,4200.0,1998.0,2022.14,5113.0,3393,97.0,Large,26.0,Established,1,11.0,4.0,Complex,0.5620689655172414,1726.0114942528735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Daniell Hammack,J-Texon,Engaging,2016-11-24,,,1989.0,1388.67,3583.0,1096,,Medium,35.0,Established,0,11.0,4.0,Intermediate,0.5377358490566038,1947.7486631016043,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Kami Bicknell,Bubba Gump,Engaging,2016-11-24,,,2002.0,987.39,2253.0,1096,,Medium,22.0,Established,0,11.0,4.0,Intermediate,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Kami Bicknell,Faxquote,Won,2016-11-24,2017-03-28,1059.0,1995.0,1825.82,5595.0,1096,124.0,Large,29.0,Established,1,11.0,4.0,Intermediate,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Marty Freudenburg,Codehow,Lost,2016-11-24,2017-03-05,0.0,1998.0,2714.9,2641.0,1096,101.0,Medium,26.0,Established,0,11.0,4.0,Intermediate,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Versie Hillebrand,Dontechi,Won,2016-11-24,2017-03-02,57.0,1982.0,4618.0,10083.0,55,98.0,Enterprise,42.0,Established,1,11.0,4.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Vicki Laflamme,Konex,Won,2016-11-24,2017-03-27,3671.0,1980.0,7708.38,13756.0,3393,123.0,Enterprise,44.0,Established,1,11.0,4.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Anna Snelling,Treequote,Won,2016-11-25,2017-03-01,58.0,1988.0,5266.09,8595.0,55,96.0,Large,36.0,Established,1,11.0,4.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Cecily Lampkin,Treequote,Won,2016-11-25,2017-03-06,3956.0,1988.0,5266.09,8595.0,3393,101.0,Large,36.0,Established,1,11.0,4.0,Complex,0.6294117647058823,1436.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Corliss Cosme,Betasoloin,Won,2016-11-25,2017-03-01,5964.0,1999.0,251.41,495.0,5482,96.0,Small,25.0,Established,1,11.0,4.0,Complex,0.5859375,1838.585152838428,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Corliss Cosme,Betasoloin,Won,2016-11-25,2017-03-06,4570.0,1999.0,251.41,495.0,4821,101.0,Small,25.0,Established,1,11.0,4.0,Complex,0.5859375,1838.585152838428,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Darcel Schlecht,Domzoom,Won,2016-11-25,2017-03-27,49.0,1998.0,217.87,551.0,55,122.0,Small,26.0,Established,1,11.0,4.0,Basic,0.5693311582381729,2085.3779385171792,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Violet Mclelland,Donquadtech,Won,2016-11-25,2017-03-06,65.0,1992.0,1712.68,3194.0,55,101.0,Medium,32.0,Established,1,11.0,4.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Anna Snelling,Domzoom,Lost,2016-11-26,2017-03-27,0.0,1998.0,217.87,551.0,55,121.0,Small,26.0,Established,0,11.0,4.0,Basic,0.5488126649076517,818.6190476190476,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Darcel Schlecht,Finhigh,Won,2016-11-26,2017-03-08,4739.0,2006.0,1102.43,1759.0,4821,102.0,Medium,18.0,Mature,1,11.0,4.0,Complex,0.5693311582381729,2085.3779385171792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Niesha Huffines,Globex Corporation,Won,2016-11-26,2017-03-21,1080.0,2000.0,1223.72,2497.0,1096,115.0,Medium,24.0,Established,1,11.0,4.0,Intermediate,0.525,1011.2057142857143,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
Reed Clapper,Plussunin,Won,2016-11-26,2017-03-12,57.0,2003.0,1419.98,4018.0,55,106.0,Medium,21.0,Established,1,11.0,4.0,Basic,0.6540084388185654,1849.5189873417721,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Garret Kinder,Konex,Won,2016-11-27,2017-03-16,469.0,1980.0,7708.38,13756.0,550,109.0,Enterprise,44.0,Established,1,11.0,4.0,Basic,0.6097560975609756,1607.9105691056911,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Kary Hendrixson,Condax,Won,2016-11-27,2017-03-03,532.0,2017.0,4.54,9.0,550,96.0,Small,7.0,Young,1,11.0,4.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Markita Hansen,Opentech,Engaging,2016-11-27,,,1994.0,355.23,853.0,3393,,Small,30.0,Established,0,11.0,4.0,Complex,0.5118110236220472,1448.4229074889868,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Rosalina Dieter,Konex,Won,2016-11-27,2017-03-26,538.0,1980.0,7708.38,13756.0,550,119.0,Enterprise,44.0,Established,1,11.0,4.0,Basic,0.5714285714285714,2140.0272727272727,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Rosie Papadopoulos,Massive Dynamic,Won,2016-11-27,2017-03-21,4829.0,1989.0,665.06,1095.0,4821,114.0,Medium,35.0,Established,1,11.0,4.0,Complex,0.5735294117647058,1902.2231404958677,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Zane Levy,Doncon,Won,2016-11-27,2017-03-11,5370.0,2010.0,587.72,1501.0,5482,104.0,Medium,14.0,Mature,1,11.0,4.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Zane Levy,Hatfan,Won,2016-11-27,2017-03-21,6499.0,1982.0,792.46,1299.0,5482,114.0,Medium,42.0,Established,1,11.0,4.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Darcel Schlecht,Genco Pura Olive Oil Company,Won,2016-11-28,2017-03-06,1161.0,2007.0,894.33,1635.0,1096,98.0,Medium,17.0,Mature,1,11.0,4.0,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
Kary Hendrixson,Scotfind,Won,2016-11-28,2017-03-26,576.0,1996.0,6354.87,16780.0,550,118.0,Enterprise,28.0,Established,1,11.0,4.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Maureen Marcano,Hatfan,Won,2016-11-28,2017-03-19,979.0,1982.0,792.46,1299.0,1096,111.0,Medium,42.0,Established,1,11.0,4.0,Intermediate,0.6506550218340611,1645.0469483568074,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Versie Hillebrand,Stanredtax,Won,2016-11-28,2017-03-07,43.0,1987.0,1698.2,3798.0,55,99.0,Medium,37.0,Established,1,11.0,4.0,Basic,0.6027397260273972,710.9583333333334,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Gladys Colclough,Scottech,Won,2016-11-29,2017-03-07,57.0,2012.0,45.39,100.0,55,98.0,Small,12.0,Mature,1,11.0,4.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Lajuana Vencill,Ron-tech,Lost,2016-11-29,2017-03-28,0.0,1992.0,3922.42,6837.0,55,119.0,Large,32.0,Established,0,11.0,4.0,Basic,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Lajuana Vencill,Funholding,Won,2016-11-29,2017-03-12,948.0,1991.0,2819.5,7227.0,1096,103.0,Large,33.0,Established,1,11.0,4.0,Intermediate,0.5,842.5627705627705,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
