sales_agent,account,deal_stage,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG,revenue_per_employee,predicted_is_won,predicted_deal_stage
Maureen Marcano,Bioplex,Engaging,,1991.0,326.82,1016.0,55,47.98539710922366,Medium,33.0,Established,,2.0,1.0,Basic,0.6506550218340611,1645.0469483568074,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.3216732283464567,0.0,Lost
Boris Faz,Kinnamplus,Engaging,,2004.0,702.72,1831.0,55,47.98539710922366,Medium,20.0,Mature,,3.0,1.0,Basic,0.5906432748538012,1710.0065359477123,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.383790278536319,1.0,Won
Violet Mclelland,Xx-holding,Engaging,,1993.0,7537.24,20293.0,550,47.98539710922366,Enterprise,31.0,Established,,3.0,1.0,Basic,0.5727699530516432,639.5388601036269,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.37142068693638197,1.0,Won
Vicki Laflamme,Rantouch,Engaging,,1994.0,1188.42,3015.0,550,47.98539710922366,Medium,30.0,Established,,3.0,1.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.39416915422885573,1.0,Won
Cassey Cress,Globex Corporation,Engaging,,2000.0,1223.72,2497.0,4821,47.98539710922366,Medium,24.0,Established,,3.0,1.0,Complex,0.5620689655172414,1726.0114942528735,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,False,True,False,0.49007609130957147,0.0,Lost
Zane Levy,Acme Corporation,Engaging,,1996.0,1100.04,2822.0,4821,47.98539710922366,Medium,28.0,Established,,3.0,1.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.3898086463501063,1.0,Won
Markita Hansen,Blackzim,Engaging,,2009.0,497.11,1588.0,55,47.98539710922366,Medium,15.0,Mature,,3.0,1.0,Basic,0.5118110236220472,1448.4229074889868,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.31304156171284636,1.0,Won
Rosie Papadopoulos,Bioplex,Engaging,,1991.0,326.82,1016.0,55,47.98539710922366,Medium,33.0,Established,,3.0,1.0,Basic,0.5735294117647058,1902.2231404958677,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.3216732283464567,0.0,Lost
Violet Mclelland,Newex,Engaging,,1991.0,1012.72,3492.0,3393,47.98539710922366,Medium,33.0,Established,,3.0,1.0,Complex,0.5727699530516432,639.5388601036269,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,True,0.2900114547537228,1.0,Won
Violet Mclelland,Warephase,Engaging,,1997.0,2041.73,5276.0,55,47.98539710922366,Large,27.0,Established,,3.0,1.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.38698445792266867,1.0,Won
Kary Hendrixson,Dontechi,Engaging,,1982.0,4618.0,10083.0,550,47.98539710922366,Enterprise,42.0,Established,,3.0,1.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.4579986115243479,1.0,Won
Maureen Marcano,Blackzim,Engaging,,2009.0,497.11,1588.0,1096,47.98539710922366,Medium,15.0,Mature,,3.0,1.0,Intermediate,0.6506550218340611,1645.0469483568074,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.31304156171284636,1.0,Won
Vicki Laflamme,Dalttechnology,Engaging,,2013.0,98.79,96.0,550,47.98539710922366,Small,11.0,Mature,,3.0,1.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,1.0290625,1.0,Won
Markita Hansen,Silis,Engaging,,1994.0,2818.38,6290.0,550,47.98539710922366,Large,30.0,Established,,3.0,1.0,Basic,0.5118110236220472,1448.4229074889868,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.4480731319554849,0.0,Lost
Daniell Hammack,Mathtouch,Engaging,,1984.0,3027.46,9516.0,550,47.98539710922366,Large,40.0,Established,,3.0,1.0,Basic,0.5377358490566038,1947.7486631016043,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,False,True,False,0.31814417822614544,1.0,Won
James Ascencio,Zotware,Engaging,,1979.0,4478.47,13809.0,55,47.98539710922366,Enterprise,45.0,Established,,3.0,1.0,Basic,0.6053811659192825,2007.4417475728155,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.32431530161488886,1.0,Won
Rosie Papadopoulos,Inity,Engaging,,1986.0,2403.58,8801.0,55,47.98539710922366,Large,38.0,Established,,3.0,1.0,Basic,0.5735294117647058,1902.2231404958677,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.2731030564708556,1.0,Won
Cassey Cress,Finjob,Engaging,,1988.0,2059.9,3644.0,550,47.98539710922366,Medium,36.0,Established,,3.0,1.0,Basic,0.5620689655172414,1726.0114942528735,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.5652854006586169,1.0,Won
Hayden Neloms,Hatfan,Engaging,,1982.0,792.46,1299.0,55,47.98539710922366,Medium,42.0,Established,,3.0,1.0,Basic,0.6445783132530121,1790.203947368421,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.6100538876058507,1.0,Won
Elease Gluck,Sumace,Engaging,,2000.0,167.89,493.0,55,47.98539710922366,Small,24.0,Established,,3.0,1.0,Basic,0.5555555555555556,2295.1984126984125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0,0,0,0,0,1,False,False,True,0.3405476673427992,1.0,Won
Markita Hansen,The New York Inquirer,Engaging,,1996.0,439.21,792.0,550,47.98539710922366,Small,28.0,Established,,3.0,1.0,Basic,0.5118110236220472,1448.4229074889868,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.5545580808080808,1.0,Won
Elease Gluck,Blackzim,Engaging,,2009.0,497.11,1588.0,550,47.98539710922366,Medium,15.0,Mature,,3.0,1.0,Basic,0.5555555555555556,2295.1984126984125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.31304156171284636,1.0,Won
Kami Bicknell,Iselectrics,Engaging,,2011.0,527.11,1428.0,550,47.98539710922366,Medium,13.0,Mature,,3.0,1.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.369124649859944,0.0,Lost
Kami Bicknell,Konex,Engaging,,1980.0,7708.38,13756.0,1096,47.98539710922366,Enterprise,44.0,Established,,3.0,1.0,Intermediate,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.5603649316661821,1.0,Won
Corliss Cosme,Konmatfix,Engaging,,1985.0,375.43,1190.0,1096,47.98539710922366,Medium,39.0,Established,,3.0,1.0,Intermediate,0.5859375,1838.585152838428,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.3154873949579832,1.0,Won
Rosalina Dieter,Finhigh,Engaging,,2006.0,1102.43,1759.0,5482,47.98539710922366,Medium,18.0,Mature,,3.0,1.0,Complex,0.5714285714285714,2140.0272727272727,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.6267367822626493,1.0,Won
Rosie Papadopoulos,Rangreen,Engaging,,1987.0,2938.67,8775.0,3393,47.98539710922366,Large,37.0,Established,,3.0,1.0,Complex,0.5735294117647058,1902.2231404958677,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,True,0.3348911680911681,1.0,Won
Cassey Cress,Nam-zim,Engaging,,1987.0,405.59,1179.0,1096,47.98539710922366,Medium,37.0,Established,,3.0,1.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,0,0,False,True,False,0.34401187446988973,1.0,Won
Corliss Cosme,Plexzap,Engaging,,2001.0,2437.85,4874.0,550,47.98539710922366,Medium,23.0,Established,,3.0,1.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.5001743947476405,1.0,Won
Boris Faz,Rangreen,Engaging,,1987.0,2938.67,8775.0,1096,47.98539710922366,Large,37.0,Established,,3.0,1.0,Intermediate,0.5906432748538012,1710.0065359477123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,1,0,0,0,0,False,True,False,0.3348911680911681,1.0,Won
Elease Gluck,Statholdings,Engaging,,1997.0,291.27,586.0,55,47.98539710922366,Small,27.0,Established,,3.0,1.0,Basic,0.5555555555555556,2295.1984126984125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.4970477815699658,1.0,Won
Cassey Cress,Blackzim,Engaging,,2009.0,497.11,1588.0,550,47.98539710922366,Medium,15.0,Mature,,3.0,1.0,Basic,0.5620689655172414,1726.0114942528735,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.31304156171284636,1.0,Won
Cassey Cress,Singletechno,Engaging,,1996.0,2214.94,5374.0,3393,47.98539710922366,Large,28.0,Established,,3.0,1.0,Complex,0.5620689655172414,1726.0114942528735,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.41215854112393,1.0,Won
Violet Mclelland,Iselectrics,Engaging,,2011.0,527.11,1428.0,3393,47.98539710922366,Medium,13.0,Mature,,3.0,1.0,Complex,0.5727699530516432,639.5388601036269,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.369124649859944,1.0,Won
Wilburn Farren,Finhigh,Engaging,,2006.0,1102.43,1759.0,550,47.98539710922366,Medium,18.0,Mature,,3.0,1.0,Basic,0.6707317073170732,1995.4430379746836,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.6267367822626493,1.0,Won
Kary Hendrixson,Statholdings,Engaging,,1997.0,291.27,586.0,5482,47.98539710922366,Small,27.0,Established,,3.0,1.0,Complex,0.5618279569892473,1356.113432835821,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.4970477815699658,1.0,Won
Vicki Laflamme,Donware,Engaging,,1999.0,1197.44,2570.0,1096,47.98539710922366,Medium,25.0,Established,,3.0,1.0,Intermediate,0.5909090909090909,1378.6628242074928,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.4659299610894942,1.0,Won
Maureen Marcano,Scottech,Engaging,,2012.0,45.39,100.0,55,47.98539710922366,Small,12.0,Mature,,3.0,1.0,Basic,0.6506550218340611,1645.0469483568074,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.4539,1.0,Won
Kary Hendrixson,Funholding,Engaging,,1991.0,2819.5,7227.0,4821,47.98539710922366,Large,33.0,Established,,3.0,1.0,Complex,0.5618279569892473,1356.113432835821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.3901342189013422,1.0,Won
Rosie Papadopoulos,Finjob,Engaging,,1988.0,2059.9,3644.0,550,47.98539710922366,Medium,36.0,Established,,3.0,1.0,Basic,0.5735294117647058,1902.2231404958677,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.5652854006586169,1.0,Won
Zane Levy,Zumgoity,Engaging,,1984.0,441.08,1210.0,550,47.98539710922366,Medium,40.0,Established,,3.0,1.0,Basic,0.5551724137931034,1647.7701149425288,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.3645289256198347,1.0,Won
Cassey Cress,Cancity,Engaging,,2001.0,718.62,2448.0,4821,47.98539710922366,Medium,23.0,Established,,3.0,1.0,Complex,0.5620689655172414,1726.0114942528735,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.2935539215686275,1.0,Won
Corliss Cosme,Green-Plus,Engaging,,2003.0,692.19,1922.0,550,47.98539710922366,Medium,21.0,Established,,3.0,1.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.36014047866805415,1.0,Won
Elease Gluck,Inity,Engaging,,1986.0,2403.58,8801.0,55,47.98539710922366,Large,38.0,Established,,3.0,1.0,Basic,0.5555555555555556,2295.1984126984125,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.2731030564708556,1.0,Won
